model,mode,param,stretch,I1,I2,I3,J,W,P11,P22,P33,sigma11,sigma22,sigma33
yeoh,uniaxial,3.090909090909091,3.090909090909091,10.200777831793875,6.2864894620950125,1.0,1.0,4.7415186614495894,8.255560142256728,1.5192078569191543,1.5192078569191543,25.51718589424807,0.86412004949227,0.86412004949227
yeoh,uniaxial,3.121212121212121,3.121212121212121,10.382741804630594,6.345072936928901,1.0000000000000004,1.0000000000000002,4.990081381525947,8.719868361434612,1.5813390711629378,1.5813390711629378,27.21655882508378,0.8950831035538025,0.8950831035538025
yeoh,uniaxial,3.1515151515151514,3.1515151515151514,10.566663134844951,6.403714474627918,1.0,1.0,5.252858914202483,9.208509291262057,1.6459257189691026,1.6459257189691026,29.02075655428042,0.9271511296398282,0.9271511296398282
yeoh,uniaxial,3.1818181818181817,3.1818181818181817,10.75253837072019,6.462411873840466,0.9999999999999996,0.9999999999999998,5.530595700863925,9.722374445716836,1.7130076584974123,1.7130076584974123,30.934827781826304,0.9603324962707844,0.9603324962707844
yeoh,uniaxial,3.2121212121212124,3.2121212121212124,10.940364190793009,6.521163036559969,1.0000000000000004,1.0000000000000002,5.824063589829576,10.262374487982726,1.7826249081958454,1.7826249081958454,32.963990779580875,0.9946356192073182,0.9946356192073182
yeoh,uniaxial,3.2424242424242427,3.2424242424242427,11.130137397766966,6.579965962357434,1.0000000000000004,1.0000000000000002,6.1340624151533385,10.829439413695757,1.8548176471888793,1.8548176471888793,35.11363688683169,1.0300689598667723,1.0300689598667723
yeoh,uniaxial,3.272727272727273,3.272727272727273,11.321854912764005,6.638818742985407,1.0,1.0,6.461420581189615,11.424518734231183,1.9296262156024568,1.9296262156024568,37.38933403930206,1.066641023797797,1.066641023797797
yeoh,uniaxial,3.303030303030303,3.303030303030303,11.515513769892419,6.697719557327339,0.9999999999999996,0.9999999999999998,6.806995652914091,12.048581660028248,2.0070911148281003,2.0070911148281003,39.79683033160846,1.1043603592097049,1.1043603592097049
yeoh,uniaxial,3.3333333333333335,3.3333333333333335,11.711111111111114,6.756666666666682,1.0,1.0,7.171674951989031,12.702617283950625,2.0872530077324285,2.0872530077324285,42.34205761316875,1.143235555555556,1.143235555555556
yeoh,uniaxial,3.3636363636363638,3.3636363636363638,11.908644181371454,6.815658410252979,0.9999999999999996,0.9999999999999998,7.556376158563346,13.387634764680046,2.1701527188157477,2.1701527188157477,45.03113511756016,1.1832752421667536,1.1832752421667536
yeoh,uniaxial,3.393939393939394,3.393939393939394,12.108110324019417,6.874693201144112,1.0,1.0,7.962047918798556,14.104663510141398,2.2558312343240017,2.2558312343240017,47.870373125328385,1.2244880869374983,1.2244880869374983
yeoh,uniaxial,3.4242424242424243,3.4242424242424243,12.309506976441813,6.93376952230426,1.0,1.0,8.38967045811189,14.854753360956808,2.344329702317068,2.344329702317068,50.866276660246044,1.266882795056954,1.266882795056954
yeoh,uniaxial,3.4545454545454546,3.4545454545454546,12.512831665941713,6.992885922941298,1.0,1.0,8.840256200128914,15.63897477392744,2.435689432697082,2.435689432697082,54.02554921902207,1.3104681077875486,1.3104681077875486
yeoh,uniaxial,3.484848484848485,3.484848484848485,12.718082005829041,7.0520410150655835,1.0,1.0,9.314850391338005,16.45841900554113,2.529951897200434,2.529951897200434,57.35509653446152,1.3552528012880154,1.3552528012880154
yeoh,uniaxial,3.515151515151515,3.515151515151515,12.925255691713373,7.111233470255499,1.0000000000000004,1.0000000000000002,9.814531731439786,17.3141982955041,2.627158729355204,2.627158729355204,60.862030372075,1.401245685478913,1.401245685478913
yeoh,uniaxial,3.5454545454545454,3.5454545454545454,13.134350497986864,7.170462016615886,1.0000000000000004,1.0000000000000002,10.340413009385028,18.207446050295587,2.727351724407009,2.727351724407009,64.55367236013889,1.4484556029492217,1.4484556029492217
yeoh,uniaxial,3.5757575757575757,3.5757575757575757,13.345364274485998,7.229725435916194,1.0,1.0,10.893641745094813,19.139317026744052,2.8305728392171283,2.8305728392171283,68.437557853206,1.4968914279032088,1.4968914279032088
yeoh,uniaxial,3.606060606060606,3.606060606060606,13.558294943321682,7.289022560896029,0.9999999999999996,0.9999999999999998,11.475400836857313,20.11098751562343,2.9368641921325347,2.9368641921325347,72.52143982906632,1.5465620651446659,1.5465620651446659
yeoh,uniaxial,3.6363636363636362,3.6363636363636362,13.773140495867768,7.348352272727283,0.9999999999999996,0.9999999999999998,12.086909214395522,21.12365552526838,3.046268062832429,3.046268062832429,76.81329281915775,1.5974764490983997,1.5974764490983997
yeoh,uniaxial,3.666666666666667,3.666666666666667,13.989898989898993,7.407713498622613,1.0,1.0,12.729422497601263,22.17854096520765,3.1588268921515366,3.1588268921515366,81.32131687242806,1.6496435428666842,1.6496435428666842
yeoh,uniaxial,3.6969696969696972,3.6969696969696972,14.208568546869591,7.467105209580353,0.9999999999999996,0.9999999999999998,13.404233660930224,23.276885829814,3.2745832818827876,3.2745832818827876,86.05394155264571,1.7030723373197694,1.7030723373197694
yeoh,uniaxial,3.7272727272727275,3.7272727272727275,14.429147349324733,7.526526418257518,0.9999999999999996,0.9999999999999998,14.112673703454,24.41995438197051,3.3935799945611267,3.3935799945611267,91.01982996916283,1.7577718502191744,1.7577718502191744
yeoh,uniaxial,3.757575757575758,3.757575757575758,14.651633638437158,7.585976176962134,1.0,1.0,14.856112324564478,25.60903333675149,3.515859953229295,3.515859953229295,96.22788284112681,1.8137511253721625,1.8137511253721625
yeoh,uniaxial,3.787878787878788,3.787878787878788,14.876025711662075,7.645453575757557,0.9999999999999996,0.9999999999999998,15.635958605326886,26.845432045117818,3.6414662411876413,3.6414662411876413,101.68724259514329,1.87101923181651,1.87101923181651
yeoh,uniaxial,3.8181818181818183,3.8181818181818183,15.102321920503742,7.704957740672043,1.0,1.0,16.453661695477653,28.13048267762565,3.770442101729312,3.770442101729312,107.40729749638885,1.9295852630344126,1.9295852630344126
yeoh,uniaxial,3.8484848484848486,3.8484848484848486,15.330520668387527,7.764487832005955,1.0,1.0,17.31071150606344,29.465540408147586,3.9028309378611308,3.9028309378611308,113.39768581317405,1.989458336193959,1.989458336193959
yeoh,uniaxial,3.878787878787879,3.878787878787879,15.560620408631774,7.824043042732015,1.0000000000000004,1.0000000000000002,18.208639407718334,30.851983597606264,4.038676312013192,4.038676312013192,119.66830001495761,2.050647591418043,2.050647591418043
yeoh,uniaxial,3.909090909090909,3.909090909090909,15.792619642513936,7.8836225969811835,1.0000000000000004,1.0000000000000002,19.149018934575558,32.29121397771876,4.178021945735751,4.178021945735751,126.22929100380968,2.1131621910784255,2.1131621910784255
yeoh,uniaxial,3.9393939393939394,3.9393939393939394,16.026516917426008,7.9432257486103595,1.0000000000000004,1.0000000000000002,20.133466493811262,33.784656834751964,4.320911719386655,4.320911719386655,133.09107237932588,2.1770113191151035,2.1770113191151035
